Provider,Data Center Name,Address
COPT Defense Properties,"7000 Redstone Gateway, Huntsville","7000 Redstone Gateway Southwest, Huntsville, AL, USA"
CyrusOne,SAT5 San Antonio Data Center,"14719 Omicron Drive, San Antonio, TX, USA"
Zenlayer,NYC1 New York Data Center,"60 Hudson St, New York, NY 10013, USA"
EdgeConnex,PIT01 Pittsburgh Data Center,"282 Corliss Street, Pittsburgh, PA 15220, USA"
Digital Realty,Northern Virginia ACC4 Data Center,"44480 Hastings Drive, Ashburn, VA, USA"
Csquare,DFW1-C Fort Worth Data Center,"14902 FAA Blvd, Fort Worth, TX 76155, USA"
Zenlayer,NYC3 New York City Data Center,"60 Hudson Street, Hudson Street, New York, NY, USA"
CyrusOne,DFW2 Dallas Lewisville Data Center,2501 Texas 121 Business
Chirisa Technology Parks,"CTP-02 Campus, Richmond, VA","1401 Meadowville Technology Parkway, Chester, VA, USA"
FirstLight,Keene Data Center,"310 Marlboro Street, Keene, NH, USA"
Expedient,Pittsburgh - Green Tree Data Center,"810 Parish Street, Pittsburgh, PA, USA"
Data Canopy,Chicago (Aurora),"2905 Diehl Rd, Aurora, IL 60502, USA"
Prime Data Centers,Prime Bay Area - 26415 Corporate Ave,"26415 Corporate Avenue, Hayward, CA, USA"
Stack Infrastructure,NAL01A New Albany Data Center,"7300 Souder Rd, New Albany, Ohio 43054, USA"
Lumen,Austin 2 Data Center,"500 Chicon Street, Austin, TX, USA"
TierPoint,Waterbury Data Center,"108 Bank Street, Waterbury, CT, USA"
DataBank,DEN4 Westminster Data Center,"7579 West 103rd Avenue, Westminster, CO, USA"
Opus Interactive,Hillsboro Data Center,"8135 Northeast Evergreen Parkway, Hillsboro, OR, USA"
Equinix,BO1 Waltham Data Center,"74 West Street, Waltham, MA, USA"
365 Data Centers,NY9 New York City Data Center,"85 10th Avenue 7th floor suite z, New York, NY, USA"
Vantage Data Centers,College Park Data Center,"4380 Stacks Rd, College Park, Georgia 30349, USA"
First National Technology Solutions (FNTS),Omaha Data Center,"201 N 16th St, Omaha, NE 68197, USA"
NTT Global Data Centers,CA3 Sacramento Data Center,"1625 West National Drive, Sacramento, CA, USA"
MDC Data Centers,NOG1 Nogales Data Center,"81 North Sonoita Avenue, Nogales, AZ, USA"
Volico Data Center,MIA1 - Miami Data Center,"100 Biscayne Boulevard, Miami, FL, USA"
DartPoints,Shreveport Data Center,"601 Milam St, Shreveport, LA 71101, USA"
Microsoft Azure,San Antonio - Texas,"15000 Lambda Dr, San Antonio, Texas 78245, USA"
Verizon,Verizon Tampa,"5904 Hampton Oaks Pkwy a, Tampa, Florida 33610, USA"
365 Data Centers,OR1 Portland Data Center,"6058 Northeast 78th Court, Portland, OR, USA"
Amazon AWS,41992 John Mosby Highway,"41992 John Mosby Hwy, Aldie, VA 20105, USA"
Amazon AWS,IAD61 South Riding,"43736 Clubber Lane, South Riding, VA, USA"
DataBank,HOU5 -Houston Galleria Data Center,"4201 Southwest Freeway, Houston, TX 77027, USA"
US Signal,20845 Sockeye Pl Data Center,"20845 Sockeye Pl, Bend, OR 97701, USA"
Prime Data Centers,Prime Phoenix - Lower Buckeye #2,"11753 West Lower Buckeye Road, Avondale, AZ, USA"
IBM Cloud,"HOU02 Houston, TX","855 Greens Parkway, Houston, Texas 77067, USA"
Expedient,Milwaukee Data Center,"4777 Ironwood Drive, Franklin, WI, USA"
Prov.net/IronTrust Networks,Boston North,"187 Billerica Road, Chelmsford, MA, USA"
Colocation America,HartfordDC1 Data Center,"108 Bank St, Waterbury, CT, USA"
H5 Colo,H5 Colo Facility,"12712 Park Central Drive, Dallas, TX, USA"
CBRE,11515 Grooms Rd Data Center,"11515 Grooms Rd, Blue Ash, OH, USA"
Lumen,San Bernardino 1 Data Center,"5705 Industrial Parkway, San Bernardino, CA, USA"
Lumen,Indianapolis 1 Data Center,"1902 South East Street, Indianapolis, IN, USA"
Lumen,San Antonio 1 Data Center,"5130 Service Center Drive, San Antonio, TX, USA"
DartPoints,Dublin Data Center,"565 Metro Pl S #300, Dublin, Ohio 43017, USA"
EdgeConnex,MEM01 Memphis Data Center,"4005 S Mendenhall Rd #6, Memphis, TN 38115, USA"
ColoCrossing,BUF1 - Buffalo Data Center,"325 Delaware Avenue, Buffalo, NY, USA"
Digital Fortress,Portland Data Center 2 - (PTL2),"9705 Southwest Sunshine Court, Beaverton, OR, USA"
OVHCloud,VIN1 Data Center,"6872 Watson Ct, Warrenton, Virginia 20187, USA"
COPT Defense Properties,"400 National Business Parkway, Annapolis Junction","400 National Business Parkway, Annapolis Junction, MD, USA"
Zenlayer,SJC7 San Jose Data Center,"11 Great Oaks Blvd, San Jose, CA 95119, USA"
FirstLight,Burlington Data Center,"45 Krupp Drive, Williston, VT, USA"
LiteWire Data,204 Red Rd Data Center,"204 Red Rd, McMinnville, TN, USA"
Data Canopy,Houston,"11003 Corporate Centre Drive, Houston, TX, USA"
Vantage Data Centers,Pittsboro Data Center Campus,"1000 N, Pittsboro, Indiana 46167, USA"
DataBank,SNA1 Irvine Data Center,"17222 Von Karman Avenue, Irvine, CA, USA"
Stream Data Centers,San Antonio II - Westover HIlls Data Center,"9550 Westover Hills Blvd, San Antonio, Texas, USA"
Lumen,Columbia 4 Data Center,"520 Whaley St, Columbia, SC 29201, EE. UU."
Sabey Data Centers,SDC Seattle Data Center,"3355 35th Ave S, Tukwila, WA 98168, USA"
Lumen,Portland 2 Data Center,"707 SW Washington Ave, Beaverton, OR, USA"
1547 Critical Systems Realty,CHIL1 MTC Data Center,"40 E Garfield Blvd, Chicago, IL, USA"
910Telecom,Denver Data Center,"910 15th Street, Denver, Colorado, USA"
CenterServ,Winston-Salem Data Center,"615 St George Square Ct, Winston-Salem, NC, USA"
CenterServ,Las Vegas Data Center,"400 S 4th St, Las Vegas, NV, USA"
RadiusDC,1500 Champa (Denver) Data Center,"1500 Champa Street, Denver, Colorado, USA"
Windstream,"Nashville, TN Data Center","105 Westwood Trce, Nashville, TN, USA"
CoreSite,NY3 - New York Data Center,"2 Emerson Lane, Secaucus, NJ 07094, EE. UU."
"DaSTOR, LLC",Wilmington Data Center,"1201 North Market Street, Wilmington, DE 19801, USA"
Iron Mountain Data Centers,BOS - 1 - Boston Data Center,"171 Bear Foot Road, Northborough, MA, USA"
Amazon AWS,5121 Hayden Run,"5121 Hayden Run Rd, Hilliard, Ohio 43026, USA"
Amazon AWS,6665 Crosby Court,"6665 Crosby Court, Dublin, Ohio 43016, USA"
Serverfarm,HTX1 Houston Data Center,"7747 Katy Hockley Road, Katy, Texas, USA"
Edged,ATL01-02 Data Center,"1760 Thomas Street Northwest, Atlanta, GA 30318, EE. UU."
Zenlayer,LAX9 Los Angeles Data Center,"200 Bauchet Street, Los Angeles, CA 90012, USA"
Amazon AWS,5945 Wellington,"5945 Wellington Rd, Bristow, VA 20136, USA"
Lumen,Houston 2 Data Center,"7060 Empire Central Drive, Houston, TX, USA"
Amazon AWS,IAD56 Sterling,"45210 Prologis Plaza, Sterling, VA, USA"
TierPoint,Milwaukee Data Center,"3701 West Burnham Street, Milwaukee, WI, USA"
DataBank,HOU3 -Westway Park III Data Center,"11003 Corporate Centre Dr, Houston, TX 77041, USA"
Serverfarm,CH1 Chicago Data Center,"840 South Canal Street, Chicago, IL, USA"
Evocative,Dallas Data Center (DAL1),"2800 Summit Avenue, Plano, TX, USA"
Digital Realty,Northern Virginia IAD40 Data Center,"44372 Round Table Plaza bldg m, Ashburn, VA 20147, USA"
Digital Realty,Silicon Valley SJC11 Data Center,"3011 Lafayette Street, Santa Clara, CA, USA"
AT&T,Chicago CHI2 Oakbrook Data Center,"1000 Commerce Drive, Oak Brook, IL, USA"
Serverfarm,HTX2 Houston Data Center,"28401 Betka Rd, Hockley, Texas 77447, USA"
T5 Data Centers,@Atlanta 3200 Webb Bridge Rd Data Center,"3200 Webb Bridge Rd, Alpharetta, GA, USA"
MOD Mission Critical,LV2 - Flexential Las Vegas Data Center PoP,"3330 East Lone Mountain Road, North Las Vegas, NV, USA"
Amazon AWS,IAD57 (Prologis building 10),"22755 Relocation Drive, Sterling, VA, USA"
Digital Fortress,New Jersey Data Center - (PNJ),"201 Centennial Avenue, Piscataway, NJ, USA"
Apotech Group,Mt. Prospect,"1331 East Business Center Drive, Mount Prospect, IL, USA"
Expedient,Denver-Centennial Data Center,"7347 South Revere Parkway, Centennial, CO, USA"
Atlantic.net,Asburn Data Center,"1807 Michael Faraday Ct, Reston, VA, USA"
Colocation America,PhillyDC1 - Philadelphia Data Center,"9999 Hamilton Blvd, Breinigsville, PA, USA"
Microsoft Azure,Wiseman Boulevard,"3545 Wiseman Blvd, San Antonio, Texas 78251, USA"
H5 Data Centers,Buffalo Data Center II,"5319 Enterprise Dr, Lockport, NY, USA"
CoreSite,CH2 Chicago Data Center,"1432 South Clinton Street, Chicago, IL, USA"
FIBERTOWN,Fibertown – Houston Data Center,"12031 North Freeway, Houston, TX, USA"
Prime Data Centers,Prime Sacramento - 2408 AK Street,"2408 Ak Street, McClellan Park, CA, USA"
Amazon AWS,Cosgray Campus,"4600 Cosgray Road, Hilliard, OH, USA"
Amazon AWS,75254 Gar Swanson,"75254 Gar Swanson Dr, Boardman, Oregon 97818, USA"
Metrobloks,PHL-A Metrobloks Data Center,"285 Swedesboro Ave, Gibbstown, NJ, United States"
Neutron Colocation,Coeur d' Alene Data Center,"600 West Appleway Avenue, Coeur d'Alene, ID, USA"
Amazon AWS,IAD103 10261 Tanner,"10261 Tanner Way, Manassas, VA 20110, USA"
DataBank,IAD2 - McLean Data Center,"1764a Old Meadow Lane, McLean, VA, USA"
AiNET,Beltsville Data Center,"11700 Montgomery Rd, Beltsville, MD 20705, USA"
MOD Mission Critical,NA1 - Flexential Franklin TN Data Center PoP,"4600 Carothers Parkway, Franklin, TN, USA"
Cogent Communications,Boston Data Center,"59 Inner Belt Road, Somerville, MA, USA"
Edged,ORD01-2 Data Center,"2835 Bilter Road, Aurora, IL 60502, EE. UU."
TierPoint,Spokane 23017 E Mission Data Center,"23017 East Mission Avenue, Liberty Lake, WA 99019, USA"
Cloudsmart,1 Branford Data Center,"4 Pin Oak Drive, Branford, CT, USA"
Amazon AWS,75246 Gar Swanson,"75246 Gar Swanson Dr, Boardman, Oregon 97818, USA"
DataBank,DEN3 Downtown Denver Data Center,"1500 Champa Street, Denver, CO, USA"
CoreSite,VA3 Reston Data Center,"12369 Sunrise Valley Drive, Reston, VA, USA"
Cogent Communications,Doral Data Center,"3701 Northwest 82nd Avenue, Doral, FL, USA"
CenterServ,Scottsdale Data Center,"7272 East Indian School Road, Scottsdale, AZ, USA"
CenterServ,St Louis Data Center,"100 South 4th Street, St. Louis, MO, USA"
"DaSTOR, LLC",King of Prussia Data Center,"3400 Horizon Drive, King of Prussia, PA, USA"
CoreSite,LA3 Los Angeles Data Center,"200 Bauchet Street, Los Angeles, CA, USA"
Lunavi,AT1 Atlanta Data Center,"180 Peachtree Street Northeast, Atlanta, GA, USA"
CenterServ,St. Paul Data Center,"445 Minnesota Street, Saint Paul, MN, USA"
Lumen,Rochester 3 Data Center,"150 Mile Crossing Blvd, Rochester, NY, USA"
TierPoint,Chicago – Polk Data Center,"601 West Polk Street, Chicago, IL, USA"
Netrality Data Centers,KC2 - 7801 Nieman Road Data Center,"7801 Nieman Road, Shawnee, KS, USA"
Amazon AWS,75242 Gar Swanson,"75242 Gar Swanson Dr, Boardman, Oregon 97818, USA"
Lumen,Prichard AL Data Center,"208 Telegraph Rd, Mobile, AL, EE. UU."
FirstLight,Manchester Data Center,"77 Sundial Avenue, Manchester, NH, USA"
Amazon AWS,IAD32 Sterling,"1304 Squire Ct, Sterling, VA, USA"
Equinix,NY13 Elmsford Data Center,"401 Fieldcrest Drive, Elmsford, NY, USA"
CBRE,365 St and Seneca Ave Data Center,"365th St, Van Meter, IA 50261, United States"
HorizonIQ,Atlanta 2 Data Center,"40 Perimeter Center East, Atlanta, GA, USA"
IBM Cloud,"HOU04 Houston, TX","315 Capitol St, Houston, Texas 77002, USA"
Amazon AWS,6645 Crosby Court,"6645 Crosby Court, Dublin, Ohio 43016, USA"
Sentinel Data Centers,NY-1 Data Center,"155 Corporate Drive, Orangeburg, NY, USA"
HorizonIQ,Connecticut Danbury Data Center,"60 Backus Avenue, Danbury, CT, USA"
Aligned Data Centers,ATL-01 Data Center,"1551 N River Rd, Lithia Springs, GA 30122, USA"
LightEdge,Omaha Data Center,"1148 American Parkway, Papillion, NE 68046, USA"
Aptum Technologies,LAX-600W7 Data Center,"360 East 2nd Street, Los Angeles, CA, USA"
CBRE,5959 Corporate Dr Data Center,"5959 Corporate Drive, Houston, TX, USA"
Amazon AWS,73577 Lewis,"73577 Lewis and Clark Dr, Boardman, Oregon 97818, USA"
HorizonIQ,Danbury Data Center,"70 Backus Avenue, Danbury, CT, USA"
MOD Mission Critical,IDA1 - Ziply Idaho Data Center PoP,"2115 North Government Way, Coeur d'Alene, ID 83814, USA"
Amazon AWS,8190 Bethlehem,"8190 Bethlehem Rd, Manassas, VA 20109, USA"
American Tower,Edge Data Center Boulder,"9110 Interlocken Loop, Broomfield, CO, USA"
Cascade Divide Data Centers,Bend Data Center,"207 Southwest Columbia Street, Bend, OR, USA"
Centrilogic,"Boston, MA","31 Hayward St, Franklin, MA 02038, USA"
TECfusions,"Clarksville, VA Data Center","250 Burlington Drive, Clarksville, VA, USA"
Amazon AWS,2550 Beech,"2550 Beech Rd NW, Johnstown, Ohio 43031, USA"
Windstream,"Harrison, AR Data Center","202 Graham St, Harrison, AR 72601, USA"
MOD Mission Critical,CLT2 - Flexential Charlotte North Data Center PoP,"10105 David Taylor Drive, Charlotte, NC 28262, USA"
Digital Realty,Dallas DFW35 Data Center,"907 Security Row, Richardson, TX 75081, USA"
LeaseWeb,Los Angeles LAX-12 Data Center,"1200 W 7th St, Los Angeles, CA 90017, USA"
NTT Global Data Centers,HI1 Hillsboro Data Center,"4050 NE Evergreen Rd, Hillsboro, OR 97124, USA"
QTS Data Centers,Atlanta 3 DC1 Data Center,"953 Herndon Street Northwest, Atlanta, GA, USA"
Verizon,Verizon Boston #2,"89 Fulkerson St, Cambridge, East Cambridge, Massachusetts 02141, USA"
LightEdge,Cavern LightEdge,"17501 West 98th Street, Lenexa, KS, USA"
Cogent Communications,Atlanta 1 Data Center,"55 Marietta St NW, Atlanta, GA, USA"
TECfusions,"New Kensington, PA Data Center","100 Technical Drive, New Kensington, PA, USA"
Amazon AWS,75282 Lewis,"75282 Lewis and Clark Dr, Boardman, Oregon 97818, USA"
Amazon AWS,75288 Lewis,"75288 Lewis and Clark Dr, Boardman, Oregon 97818, USA"
Equinix,SV13 Silicon Valley Data Center,"2030 Fortune Drive, San Jose, CA, USA"
MOD Mission Critical,AQ1 - Big Byte Albuquerque Data Center PoP,"123 Central Ave NW, Albuquerque, NM 87102, USA"
ValorC3,Boise 1 Data Center,"10215 W Emerald St, Boise, ID, USA"
CyrusOne,SAT2 San Antonio Data Center,"9554 Westover Hills Boulevard, San Antonio, TX, USA"
Aureon,Downtown Data Center,"616 10th Street, Des Moines, IA, USA"
Csquare,SEA1-A Tukwila Data Center,"12301 Tukwila International Blvd, Tukwila, WA 98168, USA"
Verizon,Verizon Boston,"451 D Street 3rd floor, Boston, Massachusetts 02210, USA"
QTS Data Centers,Phoenix-Van Buren Data Center,"120 East Van Buren Street, Phoenix, Arizona 85004, USA"
H5 Data Centers,Pittsburgh Data Center,"2202 Liberty Avenue, Pittsburgh, PA, USA"
Csquare,ORD1-C Chicago Data Center,"350 E Cermak Rd ste 410 8th floor, Chicago, IL 60616, USA"
Csquare,SEA1-B Tukwila Data Center,"3355 South 120th Place, Tukwila, WA 98168, USA"
Stack Infrastructure,SVY01B - Silicon Valley Data Center,"2001 Fortune Drive, San Jose, California 95131, USA"
Aligned Data Centers,CMH-02 Data Center,"47201 Co Rd 273, Conesville, OH, USA"
FirstLight,Lebanon Data Center,"16 Cavendish Court, Lebanon, NH, USA"
CoreSite,SV2 Milpitas Silicon Valley Data Center,"1656 McCarthy Boulevard, Milpitas, CA, USA"
Evocative,Emeryville Data Center (OAK1),"1400 65th Street, Emeryville, CA, USA"
Amazon AWS,IAD69 Sterling (CyrusOne),"21111 Ridgetop Circle, Sterling, VA, USA"
bigbyte.cc,bigbyte,"123 Central Avenue Northwest, Albuquerque, NM, USA"
Skybox Datacenters,Atlantic Station Data Center,"2300 West Plano Parkway, Plano, TX, USA"
Hivelocity,Orangeburg Data Center,"1 Ramland Rd, Orangeburg, NY, USA"
Verizon,Verizon Denver,"313 Inverness Way South, Englewood, Colorado 80112, USA"
365 Data Centers,WA4 Spokane Data Center,"422 West Riverside Avenue, Spokane, WA, USA"
Lumen,Minneapolis 2 Data Center,"715 N 2nd St, Minneapolis, MN, USA"
Evocative,Redondo Beach Data Center (LAX14),"3690 Redondo Beach Avenue, Redondo Beach, CA 90278, USA"
ColoCrossing,LA1 - Los Angeles Data Center,"530 West 6th Street, Los Angeles, CA, USA"
Dynascale,West7Center Data Center,"1200 West 7th Street, Los Angeles, CA, USA"
CenterServ,Nashville Data Center,"424 Church Street, Nashville, TN, USA"
Amazon AWS,73579 Lewis,"73579 Lewis and Clark Dr, Boardman, Oregon 97818, USA"
HorizonIQ,Connecticut Data Center,"6 Berkshire Blvd, Bethel, CT, USA"
Lumen,Kansas City 1 Data Center,"1100 Walnut Street, Kansas City, MO, USA"
Lumen,Lancaster 1 Data Center,"1720 Hempstead Rd, Lancaster, PA, USA"
TierPoint,St. Louis - Millpark Data Center,"2315 Millpark Drive, Maryland Heights, MO, USA"
Amazon AWS,IAD76 Sterling,"22520 Randolph Drive, Sterling, VA, USA"
CyrusOne,SAT1 San Antonio Data Center,"9999 Westover Hills Boulevard, San Antonio, TX, USA"
Amazon AWS,2890-2970 Beech Road,"Beech Road Northwest, Johnstown, Ohio 43031, USA"
Equinix,DC97 Herndon Data Center,"460 Springpark Place, Herndon, VA, USA"
365 Data Centers,NY2 New York City Data Center,"121 Varick Street 4th floor, New York, NY, USA"
Amazon AWS,45111 Loudoun Downs,"45111 Loudoun Downs Ln, Sterling, VA 20166, USA"
Lumen,Salt Lake City 2 Data Center,"5035 Harold Gatty Drive, Salt Lake City, UT, USA"
CenterServ,Mesa Data Center,"1910 South Stapley Drive, Mesa, AZ, USA"
Skybox Datacenters,NOVA Data Center,"22675 Dulles Summit Court, Sterling, VA, USA"
Csquare,DFW3-A Dallas Data Center,"11830 Webb Chapel Rd suite 200, Dallas, TX 75234, USA"
Equinix,DC8 Vienna Data Center,"8502 Tyco Road, Vienna, VA, USA"
COPT Defense Properties,"206 Research Boulevard, Aberdeen","206 Research Boulevard, Aberdeen, MD, USA"
CoreSite,DE2 Denver Data Center,"639 East 18th Avenue, Denver, CO, USA"
Expedient,Phoenix-North Mountain Data Center,"2475 West Townley Avenue, Phoenix, AZ, USA"
Windstream,"Little Rock, AR Data Center","4001 N Rodney Parham Rd, Little Rock, AR 72212, USA"
Windstream,"Colorado Springs, CO Data Center","1780 Jet Stream Dr, Colorado Springs, CO 80921, USA"
Fifteenfortyseven critical systems realty,Cheyenne WY | CHWY1,"340 Progress Circle, Cheyenne, Wyoming, EE. UU."
365 Data Centers,NY6 New York City Data Center,"60 Hudson Street suite 1211, New York, NY, USA"
MOD Mission Critical,EVE1 - Ziply Everett WA Data Center PoP,"426 East Casino Road, Everett, WA, USA"
EdgeConnex,SLI01 New Orleans Data Center,"2070 Gause Blvd E, Slidell, LA 70461, USA"
DataBank,PIT1 - Downtown Pittsburgh Data Center,"100 South Commons, Pittsburgh, PA, USA"
Cogent Communications,Pasadena Data Center,"2947 Bradley Street, Pasadena, CA, USA"
Prime Data Centers,Prime Chicago - 1501 Midway Ct.,"1501 Midway Ct, Elk Grove Village, IL, USA"
LightEdge,Minneapolis I Data Center,"1708 West Creek Lane, Chaska, Minnesota 55318, USA"
365 Data Centers,WA3 Tukwila Data Center,"3433 South 120th Place, Tukwila, WA, USA"
LeaseWeb,Miami MIA-11 Data Center,"2115 NW 22nd St, Miami, FL 33142, USA"
Logix,Fort Worth Data Center,"307-309 W 7th St, Fort Worth, TX 76102, USA"
Hivelocity,Miami Data Center,"36 Northeast 2nd Street, Miami, Florida, USA"
Amazon AWS,2575 Newton Court,"2575 Newton Court, Johnstown, Ohio 43031, USA"
Limestone Networks,New York 2 (JFK2),"100 Delawanna Ave, Clifton, NJ 07014, USA"
365 Data Centers,NY11 New York City Data Center,"475 Vanderbilt Avenue, Brooklyn, NY, USA"
Sabey Data Centers,SDC Quincy Data Center,"2200 M St NE, Quincy, WA 98848, USA"
Synoptek,Boston Data Center,"313 Boston Post Rd W suite 130, Marlborough, MA 01752, USA"
T5 Data Centers,@Cleveland Data Center,"4150 West 150th Street, Cleveland, OH, USA"
Data Canopy,Totowa,"50 Madison Rd, Totowa, NJ, USA"
LeaseWeb,Chicago CHI-11 Data Center,"1850 Springer Dr, Lombard, IL 60148, USA"
Prime Data Centers,Prime Dallas - 1517 Round Table,"1517 Round Table Drive, Dallas, TX, USA"
Amazon AWS,6655 Crosby Court,"6655 Crosby Court, Dublin, Ohio 43016, USA"
T5 Data Centers,@Cincinnati Data Center,"925 Dalton Avenue, Cincinnati, OH, USA"
Lumen,Columbia 2 Data Center,"518 Whaley Street, Columbia, SC, USA"
